"mu_(('A', 1), 0)","mu_(('A', 1), ('A', 1))","mu_(('A', 1), ('A', 2))","mu_(('A', 1), ('B', 1))","mu_(('A', 1), ('B', 2))","mu_(('A', 2), 0)","mu_(('A', 2), ('A', 1))","mu_(('A', 2), ('A', 2))","mu_(('A', 2), ('B', 1))","mu_(('A', 2), ('B', 2))","mu_(('B', 1), 0)","mu_(('B', 1), ('A', 1))","mu_(('B', 1), ('A', 2))","mu_(('B', 1), ('B', 1))","mu_(('B', 1), ('B', 2))","mu_(('B', 2), 0)","mu_(('B', 2), ('A', 1))","mu_(('B', 2), ('A', 2))","mu_(('B', 2), ('B', 1))","mu_(('B', 2), ('B', 2))",N_A_1,N_A_2,N_B_1,N_B_2,total_individuals,term,major
0.3181818181818181,0.4545454545454545,0.04545454545454545,0.1818181818181818,0.0,0.21428571428571427,0.07142857142857142,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,0.40217391304347827,0.2717391304347826,0.21739130434782608,0.10869565217391304,54,201610,Psicología
0.07692307692307693,0.6153846153846154,0.15384615384615385,0.0,0.15384615384615385,0.0,0.5,0.0,0.5,0.0,0.125,0.0,0.25,0.5,0.125,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.423728813559322,0.13559322033898305,0.2542372881355932,0.1864406779661017,31,201610,Química
0.08333333333333334,0.5,0.4166666666666667,0.0,0.0,0.06666666666666667,0.22222222222222224,0.7111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3458646616541353,0.6541353383458647,0.0,0.0,69,201620,Administración
0.14285714285714288,0.8571428571428572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.13333333333333333,0.0,0.0,9,201620,Antropología
0.23076923076923078,0.46153846153846156,0.3076923076923077,0.0,0.0,0.07894736842105263,0.2105263157894737,0.631578947368421,0.026315789473684213,0.052631578947368425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.368,0.584,0.016,0.032,67,201620,Arquitectura
0.375,0.5,0.125,0.0,0.0,0.17647058823529413,0.058823529411764705,0.7058823529411765,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.26,0.62,0.0,0.12,28,201620,Artes
0.625,0.25,0.125,0.0,0.0,0.11111111111111112,0.05555555555555556,0.7777777777777779,0.05555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22916666666666666,0.7083333333333334,0.041666666666666664,0.020833333333333332,28,201620,Biología
0.14583333333333334,0.8333333333333334,0.0,0.020833333333333332,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8640776699029126,0.07766990291262135,0.05825242718446602,0.0,57,201620,Cpol
0.16071428571428573,0.7142857142857143,0.125,0.0,0.0,0.14814814814814817,0.25925925925925924,0.5925925925925927,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6645161290322581,0.3225806451612903,0.0064516129032258064,0.0064516129032258064,85,201620,Derecho
0.24324324324324326,0.5405405405405406,0.21621621621621623,0.0,0.0,0.2,0.22857142857142856,0.5714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5078125,0.4921875,0.0,0.0,72,201620,Diseño
0.08333333333333333,0.7083333333333334,0.20833333333333331,0.0,0.0,0.1111111111111111,0.2222222222222222,0.6222222222222222,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5082872928176796,0.4696132596685083,0.0,0.022099447513812154,95,201620,Economía
0.0,0.4,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.0,8,201620,Filosofía
0.16666666666666669,0.6666666666666667,0.16666666666666669,0.0,0.0,0.0,0.16666666666666669,0.6666666666666667,0.0,0.16666666666666669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4230769230769231,0.46153846153846156,0.038461538461538464,0.07692307692307693,14,201620,Física
0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384,0.0,0.0,7,201620,Geociencias
0.2,0.48,0.2,0.12,0.0,0.13636363636363635,0.2272727272727273,0.6363636363636365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4891304347826087,0.44565217391304346,0.06521739130434782,0.0,50,201620,GobPolítica
0.0,0.8,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.04,0.16,0.0,13,201620,HistArte
0.12,0.8,0.04,0.04,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9038461538461539,0.057692307692307696,0.038461538461538464,0.0,28,201620,IngAmbiental
0.17391304347826086,0.782608695652174,0.0,0.043478260869565216,0.0,0.13043478260869562,0.0,0.7826086956521738,0.0,0.08695652173913042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.4421052631578947,0.45263157894736844,0.021052631578947368,0.08421052631578947,51,201620,IngBiomédica
0.07894736842105264,0.8947368421052633,0.026315789473684216,0.0,0.0,0.23076923076923078,0.038461538461538464,0.6923076923076923,0.0,0.038461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5983606557377049,0.3770491803278688,0.00819672131147541,0.01639344262295082,66,201620,IngCivil
0.0625,0.625,0.3125,0.0,0.0,0.2222222222222222,0.5555555555555555,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6458333333333334,0.3333333333333333,0.0,0.020833333333333332,26,201620,IngElectrónica
1.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.0,0.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.8666666666666667,0.0,0.06666666666666667,9,201620,IngEléctrica
0.09999999999999999,0.6857142857142857,0.21428571428571427,0.0,0.0,0.07692307692307693,0.28846153846153844,0.6153846153846154,0.019230769230769232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5659574468085107,0.425531914893617,0.00851063829787234,0.0,123,201620,IngIndustrial
0.12121212121212123,0.6060606060606062,0.27272727272727276,0.0,0.0,0.058823529411764705,0.2647058823529412,0.6470588235294117,0.0,0.029411764705882353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4732824427480916,0.5038167938931297,0.007633587786259542,0.015267175572519083,69,201620,IngMecánica
0.06666666666666667,0.7555555555555556,0.17777777777777778,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7073170731707317,0.2926829268292683,0.0,0.0,65,201620,IngQuímica
0.2413793103448276,0.4827586206896552,0.2413793103448276,0.034482758620689655,0.0,0.125,0.2916666666666667,0.5,0.0,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.4811320754716981,0.42452830188679247,0.018867924528301886,0.07547169811320754,58,201620,IngSistemas
0.16666666666666669,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.08,0.04,0.0,15,201620,Literatura
0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,6,201620,Matemáticas
0.1,0.7200000000000001,0.18000000000000002,0.0,0.0,0.0,0.75,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.7307692307692307,0.18461538461538463,0.06153846153846154,0.023076923076923078,68,201620,Medicina
0.18181818181818182,0.7272727272727273,0.0,0.09090909090909091,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.17857142857142858,0.10714285714285714,0.0,16,201620,Microbiología
0.39999999999999997,0.39999999999999997,0.19999999999999998,0.0,0.0,0.16666666666666663,0.33333333333333326,0.33333333333333326,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5333333333333333,0.36666666666666664,0.0,0.1,18,201620,Música
0.17647058823529413,0.4705882352941177,0.35294117647058826,0.0,0.0,0.08695652173913043,0.26086956521739124,0.6086956521739131,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4025974025974026,0.5714285714285714,0.0,0.025974025974025976,41,201620,Psicología
0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,5,201620,Química
0.11538461538461538,0.6153846153846153,0.15384615384615383,0.11538461538461538,0.0,0.2,0.13333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44954128440366975,0.4954128440366973,0.05504587155963303,0.0,59,201710,Administración
0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.16666666666666663,0.33333333333333326,0.16666666666666663,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.43333333333333335,0.36666666666666664,0.0,18,201710,Antropología
0.10344827586206896,0.41379310344827586,0.27586206896551724,0.10344827586206896,0.10344827586206896,0.1111111111111111,0.29629629629629634,0.5185185185185185,0.0,0.07407407407407408,0.125,0.375,0.0,0.5,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.0,0.41353383458646614,0.38345864661654133,0.11278195488721804,0.09022556390977443,71,201710,Arquitectura
0.25,0.0,0.5,0.0,0.25,0.06249999999999999,0.12499999999999999,0.6249999999999999,0.0,0.18749999999999997,0.5,0.0,0.0,0.0,0.5,0.15384615384615383,0.07692307692307691,0.23076923076923075,0.07692307692307691,0.4615384615384615,0.1076923076923077,0.47692307692307695,0.046153846153846156,0.36923076923076925,35,201710,Artes
0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.5365853658536586,0.0975609756097561,0.2682926829268293,0.0975609756097561,23,201710,Biología
0.5,0.2,0.2,0.1,0.0,0.1904761904761905,0.09523809523809525,0.4761904761904762,0.04761904761904762,0.1904761904761905,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.11111111111111112,0.0,0.4444444444444445,0.0,0.4444444444444445,0.2,0.5066666666666667,0.06666666666666667,0.22666666666666666,43,201710,Cpol
0.2631578947368421,0.42105263157894735,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.13333333333333333,0.06666666666666667,0.8,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.28448275862068967,0.4827586206896552,0.13793103448275862,0.09482758620689655,64,201710,Derecho
0.09523809523809523,0.38095238095238093,0.33333333333333337,0.19047619047619047,0.0,0.048780487804878044,0.17073170731707316,0.6341463414634145,0.048780487804878044,0.09756097560975609,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.0,0.4285714285714286,0.0,0.5714285714285714,0.0,0.0,0.273972602739726,0.547945205479452,0.10273972602739725,0.07534246575342465,78,201710,Diseño
0.10526315789473684,0.42105263157894735,0.42105263157894735,0.05263157894736842,0.0,0.0425531914893617,0.1702127659574468,0.7234042553191489,0.02127659574468085,0.0425531914893617,0.2,0.2,0.2,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.2553191489361702,0.6524822695035462,0.06382978723404255,0.028368794326241134,73,201710,Economía
0.5,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.2727272727272727,0.45454545454545453,0.0,0.2727272727272727,7,201710,Filosofía
0.21428571428571427,0.42857142857142855,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.4285714285714286,0.14285714285714288,0.28571428571428575,0.14285714285714288,0.0,0.14285714285714288,0.4285714285714286,0.14285714285714288,0.28571428571428575,0.0,0.0,1.0,0.0,0.0,0.0,0.49019607843137253,0.21568627450980393,0.2549019607843137,0.0392156862745098,29,201710,Física
0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.5000000000000001,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.1,0.55,0.0,12,201710,Geociencias
0.11111111111111112,0.4444444444444445,0.22222222222222224,0.0,0.22222222222222224,0.2,0.1,0.6000000000000001,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6000000000000001,0.2328767123287671,0.4931506849315068,0.0,0.273972602739726,39,201710,GobPolítica
1.0,0.0,0.0,0.0,0.0,0.625,0.0,0.25,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.15789473684210525,0.5789473684210527,0.05263157894736842,0.21052631578947367,15,201710,HistArte
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.4,0.13333333333333333,0.13333333333333333,0.3333333333333333,9,201710,Historia
0.1,0.2,0.2,0.2,0.3,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.16666666666666666,0.16666666666666666,0.1,0.2,0.3,0.2,0.2,0.125,0.1875,0.1875,0.125,0.375,0.18627450980392157,0.3333333333333333,0.18627450980392157,0.29411764705882354,54,201710,IngAmbiental
0.23529411764705885,0.11764705882352942,0.11764705882352942,0.29411764705882354,0.23529411764705885,0.0,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.3076923076923077,0.2777777777777778,0.2777777777777778,0.05555555555555556,0.33333333333333337,0.05555555555555556,0.07142857142857144,0.28571428571428575,0.28571428571428575,0.07142857142857144,0.28571428571428575,0.2631578947368421,0.22807017543859648,0.2719298245614035,0.23684210526315788,62,201710,IngBiomédica
0.5,0.0,0.5,0.0,0.0,0.07894736842105264,0.026315789473684213,0.5789473684210527,0.0,0.31578947368421056,0.0,0.0,0.0,0.0,0.0,0.29032258064516125,0.0,0.3870967741935484,0.0,0.3225806451612903,0.023255813953488372,0.5658914728682171,0.0,0.4108527131782946,71,201710,IngCivil
0.05555555555555555,0.6666666666666666,0.16666666666666666,0.1111111111111111,0.0,0.16666666666666669,0.5000000000000001,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.08333333333333334,0.33333333333333337,0.25000000000000006,0.3333333333333333,0.0,0.08333333333333333,0.25,0.3333333333333333,0.3977272727272727,0.125,0.25,0.22727272727272727,48,201710,IngElectrónica
