"mu_(('A', 1), 0)","mu_(('A', 1), ('A', 1))","mu_(('A', 1), ('A', 2))","mu_(('A', 1), ('B', 1))","mu_(('A', 1), ('B', 2))","mu_(('A', 2), 0)","mu_(('A', 2), ('A', 1))","mu_(('A', 2), ('A', 2))","mu_(('A', 2), ('B', 1))","mu_(('A', 2), ('B', 2))","mu_(('B', 1), 0)","mu_(('B', 1), ('A', 1))","mu_(('B', 1), ('A', 2))","mu_(('B', 1), ('B', 1))","mu_(('B', 1), ('B', 2))","mu_(('B', 2), 0)","mu_(('B', 2), ('A', 1))","mu_(('B', 2), ('A', 2))","mu_(('B', 2), ('B', 1))","mu_(('B', 2), ('B', 2))",N_A_1,N_A_2,N_B_1,N_B_2,total_individuals,term,major
0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.125,0.125,0.5,0.0,0.625,0.0,0.125,0.0,0.25,0.15384615384615385,0.20512820512820512,0.358974358974359,0.28205128205128205,23,201710,IngEléctrica
0.12244897959183675,0.5306122448979592,0.22448979591836735,0.0816326530612245,0.04081632653061225,0.07142857142857144,0.3928571428571429,0.3571428571428572,0.0,0.1785714285714286,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.2222222222222222,0.09999999999999999,0.19999999999999998,0.5,0.19999999999999998,0.0,0.5054945054945055,0.2967032967032967,0.09340659340659341,0.1043956043956044,96,201710,IngIndustrial
0.13793103448275862,0.41379310344827586,0.27586206896551724,0.10344827586206896,0.06896551724137931,0.11538461538461538,0.3076923076923077,0.3846153846153846,0.0,0.1923076923076923,0.0,0.37499999999999994,0.0,0.5,0.125,0.14285714285714285,0.14285714285714285,0.3571428571428571,0.07142857142857142,0.2857142857142857,0.3724137931034483,0.33793103448275863,0.1103448275862069,0.1793103448275862,77,201710,IngMecánica
0.0810810810810811,0.5405405405405406,0.054054054054054064,0.2702702702702703,0.054054054054054064,0.05882352941176471,0.11764705882352942,0.7058823529411765,0.11764705882352942,0.0,0.06451612903225808,0.32258064516129037,0.06451612903225808,0.45161290322580655,0.09677419354838711,0.0,0.4,0.0,0.6,0.0,0.40804597701149425,0.1896551724137931,0.3448275862068966,0.05747126436781609,90,201710,IngQuímica
0.0967741935483871,0.5806451612903225,0.0967741935483871,0.1935483870967742,0.03225806451612903,0.2727272727272727,0.13636363636363635,0.1818181818181818,0.0,0.4090909090909091,0.1818181818181818,0.5454545454545454,0.0,0.1818181818181818,0.0909090909090909,0.22727272727272727,0.04545454545454545,0.4090909090909091,0.04545454545454545,0.2727272727272727,0.3782051282051282,0.24358974358974358,0.1282051282051282,0.25,86,201710,IngSistemas
0.0,0.5454545454545455,0.27272727272727276,0.18181818181818182,0.0,0.0,0.4285714285714285,0.28571428571428564,0.14285714285714282,0.14285714285714282,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.39999999999999997,0.0,0.19999999999999998,0.39999999999999997,0.0,0.4,0.2545454545454545,0.2,0.14545454545454545,29,201710,Literatura
0.2,0.8,0.0,0.0,0.0,0.16666666666666669,0.0,0.6666666666666667,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4090909090909091,0.5,0.0,0.09090909090909091,12,201710,Matemáticas
0.25,0.0,0.25,0.375,0.125,0.15384615384615383,0.15384615384615383,0.46153846153846145,0.07692307692307691,0.15384615384615383,0.0,0.6,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.09999999999999999,0.19999999999999998,0.09999999999999999,0.39999999999999997,0.21212121212121213,0.36363636363636365,0.15151515151515152,0.2727272727272727,36,201710,Medicina
0.5,0.0,0.0,0.0,0.5,0.11111111111111112,0.0,0.4444444444444445,0.0,0.4444444444444445,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.25,0.08333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.06521739130434782,0.3695652173913043,0.10869565217391304,0.45652173913043476,26,201710,Microbiología
0.0,0.6666666666666666,0.08333333333333333,0.25,0.0,0.2,0.2,0.4,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5853658536585366,0.21951219512195122,0.14634146341463414,0.04878048780487805,21,201710,Música
0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.06250000000000001,0.37500000000000006,0.5000000000000001,0.06250000000000001,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,0.5,0.5,0.3218390804597701,0.3563218390804598,0.22988505747126436,0.09195402298850575,45,201710,Psicología
0.0,0.3333333333333333,0.16666666666666666,0.0,0.4999999999999999,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6,0.0,0.0,0.4,0.3157894736842105,0.2631578947368421,0.15789473684210525,0.2631578947368421,20,201710,Química
0.15625000000000003,0.5625,0.28125,0.0,0.0,0.125,0.22499999999999998,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44029850746268656,0.5597014925373134,0.0,0.0,72,201720,Administración
0.0,1.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.84,0.0,0.0,13,201720,Antropología
0.12903225806451613,0.45161290322580644,0.41935483870967744,0.0,0.0,0.06451612903225806,0.41935483870967744,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.4715447154471545,0.4878048780487805,0.016260162601626018,0.024390243902439025,65,201720,Arquitectura
0.42857142857142855,0.28571428571428575,0.28571428571428575,0.0,0.0,0.2,0.13333333333333336,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2894736842105263,0.7105263157894737,0.0,0.0,22,201720,Artes
0.23076923076923078,0.6153846153846154,0.15384615384615385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8214285714285714,0.14285714285714285,0.0,0.03571428571428571,16,201720,Biología
0.3888888888888889,0.4444444444444444,0.16666666666666666,0.0,0.0,0.125,0.125,0.6666666666666667,0.04166666666666667,0.04166666666666667,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3670886075949367,0.569620253164557,0.0379746835443038,0.02531645569620253,45,201720,Cpol
0.2222222222222222,0.7222222222222222,0.05555555555555555,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6213592233009708,0.36893203883495146,0.0,0.009708737864077669,57,201720,Derecho
0.15999999999999998,0.72,0.07999999999999999,0.039999999999999994,0.0,0.0784313725490196,0.0392156862745098,0.8627450980392156,0.0,0.0196078431372549,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3108108108108108,0.6621621621621622,0.013513513513513514,0.013513513513513514,78,201720,Diseño
0.09259259259259259,0.6296296296296297,0.25925925925925924,0.018518518518518517,0.0,0.1,0.7,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7152777777777778,0.2638888888888889,0.013888888888888888,0.006944444444444444,76,201720,Economía
0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,6,201720,Filosofía
0.4,0.4,0.0,0.0,0.2,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38095238095238093,0.5238095238095238,0.0,0.09523809523809523,13,201720,Física
0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.45,0.35,0.0,0.2,12,201720,Geociencias
0.4615384615384615,0.15384615384615383,0.3846153846153846,0.0,0.0,0.10714285714285714,0.17857142857142858,0.7142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2702702702702703,0.7162162162162162,0.013513513513513514,0.0,42,201720,GobPolítica
0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,8,201720,HistArte
0.19999999999999998,0.7999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.05263157894736842,0.0,0.0,11,201720,Historia
0.25,0.5,0.25,0.0,0.0,0.21052631578947367,0.05263157894736842,0.736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17073170731707318,0.8292682926829268,0.0,0.0,23,201720,IngAmbiental
0.14285714285714285,0.47619047619047616,0.2857142857142857,0.047619047619047616,0.047619047619047616,0.11764705882352942,0.35294117647058826,0.4705882352941177,0.0,0.05882352941176471,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5064935064935064,0.4155844155844156,0.025974025974025976,0.05194805194805195,41,201720,IngBiomédica
0.14285714285714282,0.4761904761904761,0.3333333333333333,0.023809523809523805,0.023809523809523805,0.13157894736842105,0.368421052631579,0.4736842105263158,0.02631578947368421,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.4936708860759494,0.44936708860759494,0.03164556962025317,0.02531645569620253,86,201720,IngCivil
0.047619047619047616,0.6666666666666666,0.2857142857142857,0.0,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.640625,0.34375,0.015625,0.0,34,201720,IngElectrónica
0.4,0.4,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7272727272727273,0.09090909090909091,0.0,0.18181818181818182,7,201720,IngEléctrica
0.14285714285714288,0.6857142857142858,0.15714285714285714,0.0,0.014285714285714287,0.1,0.22,0.6800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.4,0.5579399141630901,0.40772532188841204,0.0,0.034334763948497854,125,201720,IngIndustrial
0.16666666666666669,0.6,0.2,0.03333333333333333,0.0,0.0,0.15789473684210528,0.7894736842105263,0.026315789473684213,0.026315789473684213,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40145985401459855,0.5547445255474452,0.029197080291970802,0.014598540145985401,71,201720,IngMecánica
0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.930232558139535,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.8924731182795699,0.043010752688172046,0.06451612903225806,49,201720,IngQuímica
0.17647058823529407,0.6666666666666666,0.15686274509803919,0.0,0.0,0.1851851851851852,0.2962962962962963,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6503496503496503,0.34265734265734266,0.0,0.006993006993006993,79,201720,IngSistemas
0.1,0.6,0.2,0.0,0.1,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6333333333333333,0.26666666666666666,0.03333333333333333,0.06666666666666667,16,201720,Literatura
1.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.0,0.5714285714285715,0.0,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10526315789473684,0.6842105263157895,0.0,0.21052631578947367,11,201720,Matemáticas
0.6,0.4,0.0,0.0,0.0,0.09259259259259259,0.0,0.8518518518518519,0.0,0.05555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.059322033898305086,0.8728813559322034,0.01694915254237288,0.05084745762711865,64,201720,Medicina
0.5,0.0,0.0,0.5,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.13043478260869565,0.5217391304347826,0.2608695652173913,0.08695652173913043,13,201720,Microbiología
0.09090909090909091,0.18181818181818182,0.5454545454545454,0.0,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.44680851063829785,0.40425531914893614,0.02127659574468085,0.1276595744680851,27,201720,Música
0.09090909090909091,0.6363636363636362,0.22727272727272727,0.045454545454545456,0.0,0.125,0.3125,0.5,0.0625,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5526315789473685,0.39473684210526316,0.05263157894736842,0.0,40,201720,Psicología
0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.375,0.0,0.5,0.125,8,201720,Química
0.33333333333333337,0.26666666666666666,0.33333333333333337,0.0,0.06666666666666667,0.09615384615384616,0.09615384615384616,0.7692307692307693,0.0,0.038461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.19083969465648856,0.7557251908396947,0.007633587786259542,0.04580152671755725,71,201810,Administración
0.19999999999999998,0.39999999999999997,0.19999999999999998,0.0,0.19999999999999998,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5294117647058824,0.23529411764705882,0.0,0.23529411764705882,9,201810,Antropología
0.0625,0.5,0.25,0.125,0.0625,0.10526315789473685,0.2105263157894737,0.6315789473684211,0.0,0.052631578947368425,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.2,0.2,0.2,0.4,0.3522727272727273,0.4090909090909091,0.125,0.11363636363636363,46,201810,Arquitectura
0.3333333333333333,0.0,0.5,0.0,0.16666666666666666,0.375,0.1875,0.375,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.23809523809523808,0.6190476190476191,0.023809523809523808,0.11904761904761904,26,201810,Artes
0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.26666666666666666,0.0,0.13333333333333333,9,201810,Biología
0.0625,0.75,0.1875,0.0,0.0,0.3333333333333333,0.25,0.3333333333333333,0.0,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5740740740740741,0.37037037037037035,0.018518518518518517,0.037037037037037035,30,201810,Cpol
0.09374999999999999,0.6875,0.0625,0.09374999999999999,0.0625,0.16129032258064516,0.06451612903225806,0.5806451612903226,0.0,0.1935483870967742,0.14285714285714288,0.4285714285714286,0.0,0.28571428571428575,0.14285714285714288,0.08333333333333333,0.16666666666666666,0.4999999999999999,0.08333333333333333,0.16666666666666666,0.3961038961038961,0.37012987012987014,0.08441558441558442,0.14935064935064934,82,201810,Derecho
0.0909090909090909,0.5454545454545454,0.3636363636363636,0.0,0.0,0.15384615384615385,0.20512820512820512,0.6153846153846154,0.02564102564102564,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3620689655172414,0.6206896551724138,0.017241379310344827,0.0,62,201810,Diseño
0.13636363636363635,0.7272727272727273,0.09090909090909091,0.045454545454545456,0.0,0.0967741935483871,0.12903225806451613,0.6451612903225806,0.03225806451612903,0.0967741935483871,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.375,0.125,0.5,0.4823529411764706,0.34705882352941175,0.07647058823529412,0.09411764705882353,90,201810,Economía
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,4,201810,Filosofía
0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.33333333333333337,0.0,0.6666666666666667,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,0.0,0.5,0.0,0.0,0.0,0.5,0.1282051282051282,0.38461538461538464,0.3333333333333333,0.15384615384615385,23,201810,Física
0.0909090909090909,0.7272727272727272,0.1818181818181818,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.21212121212121213,0.12121212121212122,0.030303030303030304,19,201810,Geociencias
0.1,0.7,0.15,0.05,0.0,0.1,0.3,0.6,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.31666666666666665,0.05,0.0,32,201810,GobPolítica
0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.2,0.4,0.1,0.3,10,201810,HistArte
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,2,201810,Historia
0.3,0.2,0.4,0.1,0.0,0.07692307692307693,0.3076923076923077,0.46153846153846156,0.0,0.15384615384615385,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3469387755102041,0.5102040816326531,0.061224489795918366,0.08163265306122448,27,201810,IngAmbiental
0.0,0.5714285714285714,0.2857142857142857,0.09523809523809525,0.04761904761904762,0.0625,0.1875,0.6875,0.03125,0.03125,0.2,0.4,0.2,0.0,0.2,0.25,0.25,0.25,0.25,0.0,0.35,0.5166666666666667,0.075,0.058333333333333334,62,201810,IngBiomédica
0.27272727272727276,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.030303030303030304,0.6060606060606061,0.030303030303030304,0.15151515151515152,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.5454545454545454,0.0909090909090909,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.39999999999999997,0.1484375,0.46875,0.1640625,0.21875,70,201810,IngCivil
0.10000000000000002,0.4000000000000001,0.10000000000000002,0.30000000000000004,0.10000000000000002,0.06666666666666667,0.06666666666666667,0.6666666666666665,0.0,0.19999999999999996,0.0,0.6,0.0,0.4,0.0,0.0,0.1,0.3,0.0,0.6,0.24358974358974358,0.3717948717948718,0.1282051282051282,0.2564102564102564,40,201810,IngElectrónica
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.375,0.375,0.0,0.25,10,201810,IngEléctrica
0.1044776119402985,0.6865671641791045,0.14925373134328357,0.05970149253731343,0.0,0.0967741935483871,0.3225806451612903,0.45161290322580644,0.06451612903225806,0.06451612903225806,0.0,0.5,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.616504854368932,0.28640776699029125,0.07766990291262135,0.019417475728155338,108,201810,IngIndustrial
0.07692307692307691,0.4615384615384615,0.30769230769230765,0.15384615384615383,0.0,0.12903225806451613,0.25806451612903225,0.5806451612903225,0.0,0.03225806451612903,0.33333333333333337,0.4444444444444445,0.0,0.0,0.22222222222222224,0.25,0.0,0.25,0.5,0.0,0.38461538461538464,0.4461538461538462,0.11538461538461539,0.05384615384615385,70,201810,IngMecánica
0.03703703703703704,0.6666666666666667,0.2592592592592593,0.03703703703703704,0.0,0.0,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5096153846153846,0.23076923076923078,0.21153846153846154,0.04807692307692308,54,201810,IngQuímica
0.22857142857142856,0.45714285714285713,0.0857142857142857,0.22857142857142856,0.0,0.12,0.12,0.72,0.0,0.04,0.15384615384615383,0.6153846153846153,0.0,0.15384615384615383,0.07692307692307691,0.5,0.0,0.25,0.25,0.0,0.4460431654676259,0.3381294964028777,0.17266187050359713,0.04316546762589928,77,201810,IngSistemas
0.25,0.5,0.25,0.0,0.0,0.07692307692307693,0.15384615384615385,0.6153846153846154,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32558139534883723,0.5813953488372093,0.0,0.09302325581395349,23,201810,Literatura
0.19999999999999998,0.0,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47368421052631576,0.3157894736842105,0.10526315789473684,0.10526315789473684,11,201810,Matemáticas
0.12499999999999999,0.6249999999999999,0.06249999999999999,0.18749999999999997,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.6,0.0,0.4,0.47619047619047616,0.19047619047619047,0.1746031746031746,0.15873015873015872,33,201810,Medicina
0.125,0.75,0.0,0.125,0.0,0.39999999999999997,0.0,0.39999999999999997,0.19999999999999998,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.2962962962962963,0.14814814814814814,0.0,15,201810,Microbiología
0.0,0.8571428571428571,0.0,0.0,0.14285714285714288,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.14285714285714285,0.09523809523809523,0.09523809523809523,11,201810,Música
0.0,0.888888888888889,0.11111111111111112,0.0,0.0,0.37499999999999994,0.125,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.5,0.3611111111111111,0.0,0.1388888888888889,20,201810,Psicología
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5,0.125,0.0,8,201810,Química
0.014705882352941176,0.7941176470588236,0.17647058823529413,0.014705882352941176,0.0,0.13513513513513514,0.3243243243243243,0.5405405405405406,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6553398058252428,0.33495145631067963,0.009708737864077669,0.0,106,201820,Administración
0.6,0.0,0.2,0.0,0.2,0.0,0.1,0.8,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.21212121212121213,0.6060606060606061,0.06060606060606061,0.12121212121212122,19,201820,Antropología
0.0,0.7272727272727273,0.2727272727272727,0.0,0.0,0.1724137931034483,0.20689655172413796,0.5517241379310345,0.034482758620689655,0.034482758620689655,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.41509433962264153,0.5,0.02830188679245283,0.05660377358490566,56,201820,Arquitectura
0.27272727272727276,0.5454545454545455,0.09090909090909093,0.09090909090909093,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59375,0.3125,0.09375,0.0,20,201820,Artes
0.16666666666666666,0.0,0.8333333333333333,0.0,0.0,0.125,0.625,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3793103448275862,0.5172413793103449,0.034482758620689655,0.06896551724137931,17,201820,Biología
0.07142857142857142,0.7142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.18749999999999997,0.12499999999999999,0.6249999999999999,0.06249999999999999,0.0,0.0,0.25,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4153846153846154,0.4461538461538462,0.12307692307692308,0.015384615384615385,35,201820,Cpol
0.14285714285714285,0.6122448979591836,0.22448979591836732,0.02040816326530612,0.0,0.11904761904761905,0.2619047619047619,0.6190476190476191,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.16666666666666666,0.6666666666666666,0.48404255319148937,0.42021276595744683,0.03723404255319149,0.05851063829787234,102,201820,Derecho
0.07142857142857144,0.7857142857142858,0.10714285714285715,0.03571428571428572,0.0,0.11627906976744187,0.06976744186046513,0.7906976744186047,0.0,0.023255813953488375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.6666666666666667,0.3776223776223776,0.5664335664335665,0.013986013986013986,0.04195804195804196,75,201820,Diseño
0.07575757575757575,0.6666666666666666,0.21212121212121207,0.030303030303030297,0.015151515151515148,0.24137931034482757,0.48275862068965514,0.27586206896551724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6902173913043478,0.27717391304347827,0.021739130434782608,0.010869565217391304,98,201820,Economía
1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,6,201820,Filosofía
0.22222222222222224,0.22222222222222224,0.4444444444444445,0.11111111111111112,0.0,0.09090909090909093,0.3636363636363637,0.3636363636363637,0.09090909090909093,0.09090909090909093,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.5714285714285715,0.0,0.0,0.0,1.0,0.0,0.0,0.3076923076923077,0.40384615384615385,0.25,0.038461538461538464,28,201820,Física
0.25,0.5,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.14285714285714285,0.5,0.0,0.0,0.5,0.0,0.22580645161290322,0.25806451612903225,0.41935483870967744,0.0967741935483871,17,201820,Geociencias
0.14285714285714285,0.7142857142857143,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.7761194029850746,0.14925373134328357,0.029850746268656716,0.04477611940298507,37,201820,GobPolítica
0.5,0.0,0.5,0.0,0.0,0.0,0.2,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.7142857142857143,0.07142857142857142,0.0,8,201820,HistArte
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.07142857142857142,0.14285714285714285,0.7142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.23255813953488372,0.627906976744186,0.0,0.13953488372093023,23,201820,IngAmbiental
