,201419873,201730851,201728915,201728245,201715485,201712030
201419873,0.0,0.6666666666666666,0.8,0.631578947368421,0.6666666666666666,0.6666666666666666
201730851,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334
201728915,0.8,1.0,0.0,0.8,0.8,1.0
201728245,0.631578947368421,0.6666666666666666,0.8,0.0,0.8333333333333334,0.6666666666666666
201715485,0.6666666666666666,0.6666666666666666,0.8,0.8333333333333334,0.0,0.6666666666666666
201712030,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,0.0
