,201615304,201633387,201631928,201630810,201612283
201615304,0.0,0.42105263157894735,0.2631578947368421,0.2777777777777778,0.29411764705882354
201633387,0.42105263157894735,0.0,0.25,0.5,0.29411764705882354
201631928,0.2631578947368421,0.25,0.0,0.2777777777777778,0.47058823529411764
201630810,0.2777777777777778,0.5,0.2777777777777778,0.0,0.29411764705882354
201612283,0.29411764705882354,0.29411764705882354,0.47058823529411764,0.29411764705882354,0.0
