,201618370,201616131,201617671,201616392,201622673,201617240,201613145,201614819,201621415,201618415
201618370,0.0,0.21428571428571427,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.21428571428571427,0.42857142857142855,0.42857142857142855,0.21428571428571427,0.21428571428571427
201616131,0.21428571428571427,0.0,0.1875,0.17647058823529413,0.15789473684210525,0.1875,0.3333333333333333,0.3157894736842105,0.1875,0.3333333333333333
201617671,0.6428571428571429,0.1875,0.0,0.5625,0.5625,0.1875,0.375,0.375,0.375,0.25
201616392,0.8571428571428571,0.17647058823529413,0.5625,0.0,0.7058823529411765,0.1875,0.5294117647058824,0.35294117647058826,0.1875,0.17647058823529413
201622673,0.8571428571428571,0.15789473684210525,0.5625,0.7058823529411765,0.0,0.1875,0.3333333333333333,0.3157894736842105,0.1875,0.16666666666666666
201617240,0.21428571428571427,0.1875,0.1875,0.1875,0.1875,0.0,0.1875,0.1875,0.375,0.375
201613145,0.42857142857142855,0.3333333333333333,0.375,0.5294117647058824,0.3333333333333333,0.1875,0.0,0.3333333333333333,0.1875,0.3333333333333333
201614819,0.42857142857142855,0.3157894736842105,0.375,0.35294117647058826,0.3157894736842105,0.1875,0.3333333333333333,0.0,0.1875,0.16666666666666666
201621415,0.21428571428571427,0.1875,0.375,0.1875,0.1875,0.375,0.1875,0.1875,0.0,0.1875
201618415,0.21428571428571427,0.3333333333333333,0.25,0.17647058823529413,0.16666666666666666,0.375,0.3333333333333333,0.16666666666666666,0.1875,0.0
