,201812864,201816130,201815365,201820936,201822024,201820107,201821423,201819669,201820186
201812864,0.0,0.26666666666666666,0.4666666666666667,0.3888888888888889,0.25,0.23529411764705882,0.3888888888888889,0.2222222222222222,0.26666666666666666
201816130,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.3333333333333333
201815365,0.4666666666666667,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.4666666666666667
201820936,0.3888888888888889,0.26666666666666666,0.26666666666666666,0.0,0.25,0.29411764705882354,0.3888888888888889,0.3684210526315789,0.4666666666666667
201822024,0.25,0.4666666666666667,0.26666666666666666,0.25,0.0,0.25,0.4375,0.3125,0.26666666666666666
201820107,0.23529411764705882,0.26666666666666666,0.26666666666666666,0.29411764705882354,0.25,0.0,0.23529411764705882,0.4117647058823529,0.4666666666666667
201821423,0.3888888888888889,0.5333333333333333,0.26666666666666666,0.3888888888888889,0.4375,0.23529411764705882,0.0,0.3888888888888889,0.5333333333333333
201819669,0.2222222222222222,0.26666666666666666,0.26666666666666666,0.3684210526315789,0.3125,0.4117647058823529,0.3888888888888889,0.0,0.6666666666666666
201820186,0.26666666666666666,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.26666666666666666,0.4666666666666667,0.5333333333333333,0.6666666666666666,0.0
