,201812420,201813061,201812283,201817214
201812420,0.0,0.6666666666666666,0.45,0.631578947368421
201813061,0.6666666666666666,0.0,0.5,0.6666666666666666
201812283,0.45,0.5,0.0,0.47368421052631576
201817214,0.631578947368421,0.6666666666666666,0.47368421052631576,0.0
