,201715650,201713315,201712716,201716108,201712528,201630548,201713301,201714777,201632731,201717404,201631037,201715263
201715650,0.0,0.375,0.1875,0.375,0.375,0.0,0.1875,0.5625,0.1875,0.1875,0.375,0.75
201713315,0.375,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.5555555555555556,0.1875,0.1875,0.6666666666666666,0.3333333333333333
201712716,0.1875,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.2222222222222222,0.1875,0.1875,0.16666666666666666,0.3333333333333333
201716108,0.375,0.3333333333333333,0.3333333333333333,0.0,0.3157894736842105,0.0,0.15789473684210525,0.3157894736842105,0.375,0.1875,0.3157894736842105,0.3157894736842105
201712528,0.375,0.3333333333333333,0.3333333333333333,0.3157894736842105,0.0,0.0,0.15789473684210525,0.3157894736842105,0.1875,0.1875,0.3,0.45
201630548,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.1875,0.0,0.0,0.0
201713301,0.1875,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.17647058823529413,0.0,0.15789473684210525,0.1875,0.1875,0.15789473684210525,0.15789473684210525
201714777,0.5625,0.5555555555555556,0.2222222222222222,0.3157894736842105,0.3157894736842105,0.0,0.15789473684210525,0.0,0.1875,0.1875,0.47368421052631576,0.47368421052631576
201632731,0.1875,0.1875,0.1875,0.375,0.1875,0.1875,0.1875,0.1875,0.0,0.1875,0.1875,0.1875
201717404,0.1875,0.1875,0.1875,0.1875,0.1875,0.0,0.1875,0.1875,0.1875,0.0,0.1875,0.1875
201631037,0.375,0.6666666666666666,0.16666666666666666,0.3157894736842105,0.3,0.0,0.15789473684210525,0.47368421052631576,0.1875,0.1875,0.0,0.3
201715263,0.75,0.3333333333333333,0.3333333333333333,0.3157894736842105,0.45,0.0,0.15789473684210525,0.47368421052631576,0.1875,0.1875,0.3,0.0
