,201713154,201633283,201714692,201612037,201715717,201716488,201715991,201713961,201711921,201711928,201632570,201716044,201713740,201716557,201720143,201630038,201717592,201715553,201718369,201719660,201715311,201532019,201718388,201717877,201720691,201612667,201718142,201712003,201714060,201710992,201612180,201633173,201716629,201632160,201714851,201717936,201631932,201632457,201720021,201716950,201718234,201712874,201716727,201718776,201718522
201713154,0.0,0.5,0.6,0.8,0.5,0.8,0.375,0.5625,0.5625,0.6666666666666666,0.6666666666666666,0.5,0.6,0.6666666666666666,0.35294117647058826,0.5,0.375,0.8,0.5294117647058824,0.6666666666666666,0.6666666666666666,0.6,0.5,0.5625,0.75,0.5,0.5625,0.5,0.5,0.8,0.375,0.8,0.6666666666666666,0.5,0.8,0.6666666666666666,0.5,0.5,0.5294117647058824,0.75,0.5,0.3333333333333333,1.0,0.5,0.6666666666666666
201633283,0.5,0.0,0.4,0.6,0.6666666666666666,0.6,0.375,0.375,0.375,0.5,0.3333333333333333,0.6666666666666666,0.4,0.5,0.35294117647058826,0.3333333333333333,0.375,0.6,0.7058823529411765,0.5,0.5,0.4,0.3333333333333333,0.75,0.5625,0.5,0.75,0.3333333333333333,0.5,0.6,0.5625,0.6,0.5,0.16666666666666666,0.6,0.5,0.3333333333333333,0.6666666666666666,0.35294117647058826,0.5625,0.3333333333333333,0.3333333333333333,0.6,0.6666666666666666,0.5
201714692,0.6,0.4,0.0,0.6,0.4,0.6,0.6,0.8,0.6,0.6,0.8,0.4,0.6,0.6,0.6,0.6,0.4,0.8,0.4,0.6,0.6,0.8,0.6,0.4,0.6,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.6
201612037,0.8,0.6,0.6,0.0,0.6,0.8,0.4,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.4,0.6,0.4,0.8,0.6,0.8,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.4,0.8,0.4,0.8,0.8,0.4,1.0,0.8,0.6,0.6,0.6,0.8,0.6,0.4,0.8,0.6,0.8
201715717,0.5,0.6666666666666666,0.4,0.6,0.0,0.6,0.375,0.375,0.375,0.5,0.3333333333333333,0.6666666666666666,0.4,0.5,0.35294117647058826,0.3333333333333333,0.375,0.6,0.7058823529411765,0.5,0.5,0.4,0.3333333333333333,0.8125,0.5625,0.3333333333333333,0.8125,0.3333333333333333,0.5,0.6,0.5625,0.6,0.5,0.16666666666666666,0.6,0.7222222222222222,0.3333333333333333,0.6666666666666666,0.35294117647058826,0.5625,0.3333333333333333,0.3333333333333333,0.6,0.7222222222222222,0.5
201716488,0.8,0.6,0.6,0.8,0.6,0.0,0.4,0.6,0.6,0.8,0.6,0.6,0.6,1.0,0.4,0.6,0.4,0.8,0.6,0.8,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.8,0.4,0.8,0.4,0.8,0.8,0.4,0.8,0.8,0.6,0.6,0.6,0.8,0.6,0.4,0.8,0.6,0.8
201715991,0.375,0.375,0.6,0.4,0.375,0.4,0.0,0.5625,0.375,0.375,0.5625,0.375,0.4,0.375,0.75,0.375,0.5625,0.4,0.375,0.375,0.375,0.6,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.4,0.5625,0.4,0.375,0.1875,0.4,0.375,0.375,0.375,0.375,0.375,0.375,0.75,0.4,0.375,0.375
201713961,0.5625,0.375,0.8,0.6,0.375,0.6,0.5625,0.0,0.5625,0.5625,0.75,0.375,0.6,0.625,0.5625,0.5625,0.375,0.6,0.375,0.5625,0.5625,0.8,0.5625,0.375,0.5625,0.5625,0.375,0.5625,0.375,0.6,0.5625,0.6,0.5625,0.375,0.6,0.5625,0.5625,0.375,0.5625,0.5625,0.5625,0.5625,0.6,0.375,0.5625
201711921,0.5625,0.375,0.6,0.6,0.375,0.6,0.375,0.5625,0.0,0.5625,0.5625,0.375,0.6,0.5625,0.375,0.5625,0.375,0.6,0.375,0.5625,0.5625,0.6,0.5625,0.375,0.5625,0.5625,0.375,0.5625,0.375,0.6,0.375,0.6,0.5625,0.375,0.6,0.5625,0.5625,0.375,0.5625,0.5625,0.5625,0.375,0.6,0.375,0.5625
201711928,0.6666666666666666,0.5,0.6,0.8,0.5,0.8,0.375,0.5625,0.5625,0.0,0.5,0.5,0.6,0.6666666666666666,0.35294117647058826,0.5,0.375,0.8,0.5294117647058824,0.6666666666666666,0.6666666666666666,0.6,0.5,0.5625,0.75,0.5,0.5625,0.5,0.3333333333333333,0.8,0.375,0.8,0.6666666666666666,0.3333333333333333,0.8,0.6666666666666666,0.5,0.5,0.5294117647058824,0.9375,0.5,0.3333333333333333,0.8,0.5,0.6666666666666666
201632570,0.6666666666666666,0.3333333333333333,0.8,0.6,0.3333333333333333,0.6,0.5625,0.75,0.5625,0.5,0.0,0.3333333333333333,0.6,0.5,0.5294117647058824,0.5,0.375,0.6,0.35294117647058826,0.5,0.5,0.8,0.5,0.375,0.5625,0.5,0.375,0.5,0.5,0.6,0.5625,0.6,0.5,0.5,0.6,0.5,0.5,0.3333333333333333,0.5294117647058824,0.5625,0.5,0.5,0.8,0.3333333333333333,0.5
201716044,0.5,0.6666666666666666,0.4,0.6,0.6666666666666666,0.6,0.375,0.375,0.375,0.5,0.3333333333333333,0.0,0.4,0.47368421052631576,0.35294117647058826,0.3333333333333333,0.375,0.6,0.7058823529411765,0.47368421052631576,0.5,0.4,0.3157894736842105,0.75,0.5625,0.3333333333333333,0.75,0.3157894736842105,0.47368421052631576,0.6,0.5625,0.6,0.47368421052631576,0.16666666666666666,0.6,0.47368421052631576,0.3333333333333333,0.6666666666666666,0.35294117647058826,0.5625,0.3157894736842105,0.3157894736842105,0.6,0.631578947368421,0.47368421052631576
201713740,0.6,0.4,0.6,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.6,0.4,0.0,0.6,0.4,0.6,0.4,0.6,0.4,0.8,0.6,0.6,0.6,0.4,0.6,0.8,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.4,0.8
201716557,0.6666666666666666,0.5,0.6,0.8,0.5,1.0,0.375,0.625,0.5625,0.6666666666666666,0.5,0.47368421052631576,0.6,0.0,0.35294117647058826,0.5,0.375,0.8,0.5294117647058824,0.631578947368421,0.6666666666666666,0.6,0.47368421052631576,0.5625,0.75,0.5,0.5625,0.631578947368421,0.3157894736842105,0.8,0.375,0.8,0.631578947368421,0.3333333333333333,0.8,0.631578947368421,0.5,0.5,0.5294117647058824,0.75,0.47368421052631576,0.3157894736842105,0.8,0.47368421052631576,0.631578947368421
