,201815560,201730063,201731605,201729048,201813022,201814568,201814577,201632320,201815636,201812057,201812570,201812059,201816670,201812577,201814643,201732724,201816180,201812598,201729148,201732737,201816207,201816215,201814188,201814192,201631417,201815227,201730248,201816782,201730769,201813717,201814748,201814752,201815777,201815266,201813738,201813228,201813740,201814253,201816314,201813759,201813253,201814795,201814801,201816348,201728300,201815350,201813815,201813828,201815877,201815369,201812811,201815892,201816916,201812829,201814367,201730914,201812834,201815396,201814014,201815930,201815932,201728897,201730434,201814408,201814921,201813386,201814416,201813912,201814425,201729440,201715108,201811889,201815486,201812950,201817560,201815015,201715699,201812979,201815027,201815543,201814011,201814526
201815560,0.0,0.0,0.45,0.15789473684210525,0.15,0.35,0.17647058823529413,0.3157894736842105,0.23076923076923078,0.15,0.0,0.15789473684210525,0.0,0.5,0.35,0.0,0.65,0.0,0.0,0.15789473684210525,0.21052631578947367,0.45,0.3157894736842105,0.0,0.0,0.0,0.15,0.15,0.15789473684210525,0.47368421052631576,0.15789473684210525,0.0,0.15,0.5,0.2,0.0,0.5,0.35294117647058826,0.0,0.3684210526315789,0.15789473684210525,0.15,0.15789473684210525,0.5,0.35,0.2,0.0,0.15,0.0,0.0,0.5263157894736842,0.0,0.15,0.15789473684210525,0.17647058823529413,0.3157894736842105,0.0,0.0,0.3,0.4117647058823529,0.3684210526315789,0.47368421052631576,0.21052631578947367,0.3,0.8,0.0,0.3,0.21052631578947367,0.17647058823529413,0.5263157894736842,0.16666666666666666,0.0,0.3888888888888889,0.21052631578947367,0.2,0.15789473684210525,0.16666666666666666,0.21052631578947367,0.1875,0.21052631578947367,0.0,0.15
201730063,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.23076923076923078,0.15789473684210525,0.3684210526315789,0.0,0.3684210526315789,0.15789473684210525,0.0,0.3684210526315789,0.0,0.3684210526315789,0.0,0.0,0.3157894736842105,0.0,0.0,0.5263157894736842,0.0,0.1875,0.0,0.3684210526315789,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.0,0.0,0.15789473684210525,0.0,0.0,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.0,0.0,0.3157894736842105,0.15789473684210525,0.1875,0.15789473684210525,0.17647058823529413,0.15789473684210525,0.0,0.17647058823529413,0.0,0.5263157894736842,0.5263157894736842,0.0,0.0,0.15789473684210525,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.0,0.15789473684210525,0.4375,0.15789473684210525,0.15789473684210525,0.3157894736842105
201731605,0.45,0.0,0.0,0.3684210526315789,0.35,0.15,0.17647058823529413,0.5263157894736842,0.23076923076923078,0.35,0.0,0.15789473684210525,0.0,0.3,0.15,0.0,0.5,0.0,0.3684210526315789,0.15789473684210525,0.0,1.0,0.5263157894736842,0.0,0.0,0.0,0.15,0.3,0.3684210526315789,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.35,0.15,0.0,0.2,0.3,0.35294117647058826,0.0,0.15789473684210525,0.5263157894736842,0.35,0.3684210526315789,0.3,0.15,0.0,0.0,0.15,0.0,0.0,0.3157894736842105,0.17647058823529413,0.5,0.5263157894736842,0.4117647058823529,0.5263157894736842,0.0,0.0,0.3,0.17647058823529413,0.15789473684210525,0.6842105263157895,0.0,0.5,0.45,0.0,0.5,0.0,0.4117647058823529,0.3157894736842105,0.16666666666666666,0.21052631578947367,0.16666666666666666,0.0,0.0,0.3157894736842105,0.16666666666666666,0.0,0.1875,0.0,0.2,0.2
201729048,0.15789473684210525,0.0,0.3684210526315789,0.0,0.3684210526315789,0.0,0.35294117647058826,0.5263157894736842,0.23076923076923078,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.0,0.0,0.3157894736842105,0.15789473684210525,0.3684210526315789,0.0,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.3684210526315789,0.3684210526315789,0.0,0.0,0.0,0.3157894736842105,0.15789473684210525,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.3684210526315789,0.0,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.17647058823529413,0.15789473684210525,0.15789473684210525,0.3684210526315789,0.5263157894736842,0.3684210526315789,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.0,0.0,0.1875,0.0,0.0,0.21052631578947367,0.3684210526315789,0.23529411764705882,0.3684210526315789,0.0,0.0,0.3157894736842105,0.0,0.3157894736842105,0.3684210526315789,0.3157894736842105,0.3684210526315789,0.3157894736842105,0.15789473684210525,0.5263157894736842,0.3157894736842105,0.4117647058823529,0.15789473684210525,0.0,0.21052631578947367,0.3333333333333333,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.0,0.0,0.0,0.15789473684210525,0.21052631578947367,0.21052631578947367
201813022,0.15,0.0,0.35,0.3684210526315789,0.0,0.05,0.17647058823529413,0.3684210526315789,0.23076923076923078,0.5,0.15,0.3157894736842105,0.15789473684210525,0.0,0.3,0.15789473684210525,0.35,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.0,0.35,0.3684210526315789,0.0,0.15,0.0,0.15,0.0,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.3684210526315789,0.35,0.0,0.0,0.5,0.0,0.17647058823529413,0.0,0.0,0.3684210526315789,0.35,0.21052631578947367,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.2,0.3684210526315789,0.23529411764705882,0.3684210526315789,0.0,0.0,0.3,0.0,0.15789473684210525,0.5263157894736842,0.0,0.35,0.15,0.0,0.35,0.0,0.9411764705882353,0.3157894736842105,0.0,0.21052631578947367,0.3333333333333333,0.0,0.0,0.3157894736842105,0.0,0.0,0.375,0.0,0.2,0.35
201814568,0.35,0.3157894736842105,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15789473684210525,0.65,0.2,0.15789473684210525,0.0,0.15789473684210525,0.0,0.0,0.5263157894736842,0.15,0.0,0.15789473684210525,0.0,0.0,0.0,0.3,0.15789473684210525,0.0,0.0,0.15789473684210525,0.3,0.5,0.35,0.15,0.5,0.0,0.0,0.3684210526315789,0.0,0.0,0.3157894736842105,0.5,0.35,0.2,0.0,0.15,0.0,0.0,0.5263157894736842,0.0,0.3,0.0,0.35294117647058826,0.0,0.15,0.3,0.15,0.4117647058823529,0.3684210526315789,0.15789473684210525,0.3684210526315789,0.15,0.35,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.0,0.15789473684210525,0.2222222222222222,0.3684210526315789,0.35,0.0,0.0,0.3684210526315789,0.375,0.3684210526315789,0.15,0.3
201814577,0.17647058823529413,0.0,0.17647058823529413,0.35294117647058826,0.17647058823529413,0.0,0.0,0.17647058823529413,0.23076923076923078,0.17647058823529413,0.0,0.4117647058823529,0.17647058823529413,0.0,0.5294117647058824,0.0,0.35294117647058826,0.0,0.17647058823529413,0.35294117647058826,0.0,0.17647058823529413,0.35294117647058826,0.0,0.23529411764705882,0.25,0.35294117647058826,0.17647058823529413,0.35294117647058826,0.35294117647058826,0.4117647058823529,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.35294117647058826,0.23529411764705882,0.0,0.35294117647058826,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.0,0.23529411764705882,0.0,0.23529411764705882,0.4375,0.0,0.23529411764705882,0.0,0.35294117647058826,0.0,0.35294117647058826,0.0,0.17647058823529413,0.4117647058823529,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.35294117647058826,0.4117647058823529,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.0,0.17647058823529413,0.35294117647058826,0.0,0.17647058823529413,0.17647058823529413,0.0,0.0,0.0,0.0,0.17647058823529413,0.0
201632320,0.3157894736842105,0.0,0.5263157894736842,0.5263157894736842,0.3684210526315789,0.0,0.17647058823529413,0.0,0.23076923076923078,0.3684210526315789,0.15789473684210525,0.3157894736842105,0.0,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5263157894736842,0.0,0.21052631578947367,0.3157894736842105,0.15789473684210525,0.5263157894736842,0.5263157894736842,0.0,0.0,0.0,0.15789473684210525,0.0,0.3684210526315789,0.47368421052631576,0.15789473684210525,0.21052631578947367,0.3684210526315789,0.0,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.35294117647058826,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.5263157894736842,0.21052631578947367,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.0,0.0,0.15789473684210525,0.0,0.21052631578947367,0.3684210526315789,0.23529411764705882,0.5263157894736842,0.0,0.0,0.15789473684210525,0.0,0.3157894736842105,0.5263157894736842,0.15789473684210525,0.3684210526315789,0.3157894736842105,0.15789473684210525,0.5263157894736842,0.15789473684210525,0.4117647058823529,0.3157894736842105,0.16666666666666666,0.3684210526315789,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.0,0.0,0.15789473684210525,0.21052631578947367,0.21052631578947367
201815636,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.0,0.46153846153846156,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.0,0.23076923076923078,0.5384615384615384,0.0,0.23076923076923078,0.5384615384615384,0.46153846153846156,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.5384615384615384,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0
