,201631490,201632770,201611795,201616663,201631775,201629729,201630760,201615155,201633332,201615158,201617209,201631807,201631303,201630799,201533264,201613136,201618002,201633363,201629790,201632096,201630060,201633389,201632114,201630075,201630588,201631102,201633408,201631363,201630854,201632649,201534098,201629594,201632154,201630111,201533088,201613475,201613991,201630890,201631924,201632187,201632955,201614014,201631689,201511626,201629643,201632469,201630945,201425895,201631735,201630457,201615614
201631490,0.0,0.0,0.3333333333333333,0.17647058823529413,0.1875,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.16666666666666666,0.3157894736842105,0.1875,0.15789473684210525,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5294117647058824,0.7894736842105263,0.0,0.1875,0.1875,0.0,0.0,0.1875,0.0,0.15789473684210525,0.1875,0.5625,0.4,0.3684210526315789,0.0,0.3333333333333333,0.1875,0.0,0.0,0.375,0.5625,0.15789473684210525,0.0,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.0,0.3157894736842105,0.15789473684210525
201632770,0.0,0.0,0.16666666666666666,0.0,0.1875,0.375,0.0,0.16666666666666666,0.1875,0.375,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.1875,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1875,0.375,0.0,0.0,0.17647058823529413,0.1875,0.0,0.17647058823529413,0.1875,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.375,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0
201611795,0.3333333333333333,0.16666666666666666,0.0,0.17647058823529413,0.0,0.0,0.16666666666666666,0.0,0.0,0.1875,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.1875,0.17647058823529413,0.3333333333333333,0.0,0.1875,0.1875,0.0,0.0,0.1875,0.0,0.16666666666666666,0.1875,0.375,0.4,0.16666666666666666,0.0,0.3333333333333333,0.1875,0.0,0.0,0.375,0.1875,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
201616663,0.17647058823529413,0.0,0.17647058823529413,0.0,0.0,0.375,0.35294117647058826,0.0,0.1875,0.1875,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.0,0.0,0.17647058823529413,0.17647058823529413,0.0,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.0,0.375,0.0,0.0,0.75,0.0,0.17647058823529413,0.1875,0.375,0.2,0.35294117647058826,0.17647058823529413,0.17647058823529413,0.1875,0.17647058823529413,0.0,0.375,0.1875,0.17647058823529413,0.0,0.35294117647058826,0.0,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413
201631775,0.1875,0.1875,0.0,0.0,0.0,0.25,0.0,0.5625,0.1875,0.1875,0.1875,0.0,0.375,0.1875,0.0,0.0,0.375,0.1875,0.0,0.0,0.5625,0.1875,0.375,0.1875,0.1875,0.375,0.0,0.5625,0.5625,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.1875,0.375,0.0,0.375,0.0,0.375,0.1875,0.375,0.0,0.5625,0.25,0.0
201629729,0.0,0.375,0.0,0.375,0.25,0.0,0.1875,0.1875,0.375,0.1875,0.1875,0.0,0.375,0.375,0.0,0.0,0.1875,0.1875,0.0,0.1875,0.1875,0.1875,0.0,0.0,0.375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.0,0.0,0.0,0.0,0.1875,0.375,0.0,0.0,0.1875,0.375,0.1875,0.0,0.0,0.1875,0.1875,0.1875,0.0,0.1875,0.0625,0.0
201630760,0.16666666666666666,0.0,0.16666666666666666,0.35294117647058826,0.0,0.1875,0.0,0.0,0.1875,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.17647058823529413,0.16666666666666666,0.17647058823529413,0.0,0.1875,0.0,0.0,0.375,0.16666666666666666,0.16666666666666666,0.1875,0.1875,0.2,0.16666666666666666,0.0,0.16666666666666666,0.1875,0.0,0.0,0.1875,0.1875,0.6666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
201615155,0.0,0.16666666666666666,0.0,0.0,0.5625,0.1875,0.0,0.0,0.25,0.1875,0.47368421052631576,0.15,0.3157894736842105,0.15789473684210525,0.0,0.15,0.375,0.3,0.0,0.0,0.375,0.1875,0.058823529411764705,0.05263157894736842,0.4117647058823529,0.375,0.0,0.8823529411764706,0.9375,0.1875,0.16666666666666666,0.0,0.1875,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.15,0.1875,0.0,0.0625,0.0,0.3333333333333333,0.05,0.15,0.0,0.47368421052631576,0.0,0.0
201633332,0.0,0.1875,0.0,0.1875,0.1875,0.375,0.1875,0.25,0.0,0.375,0.1875,0.0,0.1875,0.1875,0.0,0.0,0.375,0.1875,0.0,0.0,0.1875,0.1875,0.0625,0.0625,0.625,0.1875,0.0,0.1875,0.1875,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.375,0.1875,0.0,0.0625,0.0,0.1875,0.25,0.375,0.0,0.375,0.0,0.0
