,201612208,201614931,201612755,201622943
201612208,0.0,0.3333333333333333,0.3,0.16666666666666666
201614931,0.3333333333333333,0.0,0.3333333333333333,0.5
201612755,0.3,0.3333333333333333,0.0,0.5
201622943,0.16666666666666666,0.5,0.5,0.0
