,201821441,201713026,201822085,201820038,201822853,201523593,201822608,201821714,201819670,201814039,201816474,201821468,201822877,201819934,201820580,201820583,201819948,201822125,201820845,201618991,201821105,201823160,201821498,201821756,201819972,201821124,201820104,201820110,201821267,201819871,201813097,201820522,201820778,201813869,201823213,201821295,201817585,201821431
201821441,0.0,0.375,0.375,0.75,0.5625,0.5,0.5625,0.5625,0.5294117647058824,0.3333333333333333,0.5,0.75,0.5,0.5625,0.7058823529411765,0.6666666666666666,0.6428571428571429,0.5,0.5,0.5625,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.375,0.3333333333333333,0.5625,0.5,0.75,0.5625,0.5625,0.3333333333333333,0.6666666666666666,0.5,0.75,0.375,0.5,0.17647058823529413,0.5625
201713026,0.375,0.0,0.875,0.375,0.375,0.5625,0.5625,0.5625,0.5625,0.75,0.6875,0.375,0.5625,0.5625,0.375,0.375,0.6428571428571429,0.6875,0.5625,0.5625,0.375,0.375,0.5625,0.375,0.75,0.6875,0.5625,0.75,0.5625,0.5625,0.75,0.5,0.5625,0.375,0.75,0.5625,0.1875,0.5625
201822085,0.375,0.875,0.0,0.375,0.375,0.5625,0.5625,0.5625,0.5625,0.75,0.5625,0.375,0.5625,0.5625,0.375,0.375,0.6428571428571429,0.5625,0.5625,0.5625,0.375,0.375,0.5625,0.375,0.75,0.6875,0.5625,0.75,0.5625,0.5625,0.75,0.375,0.5625,0.375,0.75,0.5625,0.1875,0.5625
201820038,0.75,0.375,0.375,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.375,0.5625,0.75,0.5625,0.5625,0.75,0.75,0.6428571428571429,0.5625,0.5625,0.5625,0.75,0.75,0.5625,0.375,0.375,0.5625,0.5625,0.75,0.5625,0.5625,0.375,0.75,0.5625,0.75,0.375,0.5625,0.1875,0.5625
201822853,0.5625,0.375,0.375,0.5625,0.0,0.5,0.375,0.5625,0.5625,0.5625,0.5,0.5625,0.375,0.375,0.5625,0.6875,0.6428571428571429,0.5625,0.5625,0.5625,0.6875,0.5625,0.5625,0.375,0.375,0.375,0.375,0.75,0.375,0.6875,0.5,0.5625,0.5625,0.5625,0.375,0.6875,0.1875,0.5625
201523593,0.5,0.5625,0.5625,0.5625,0.5,0.0,0.75,0.375,0.47058823529411764,0.45,0.8421052631578947,0.5625,0.7,0.875,0.5294117647058824,0.5789473684210527,0.42857142857142855,0.3157894736842105,0.4444444444444444,0.625,0.7222222222222222,0.47368421052631576,0.3333333333333333,0.375,0.45,0.75,0.631578947368421,0.5,0.75,0.5,0.55,0.47368421052631576,0.5555555555555556,0.5625,0.6875,0.4444444444444444,0.17647058823529413,0.375
201822608,0.5625,0.5625,0.5625,0.5625,0.375,0.75,0.0,0.375,0.375,0.5625,0.75,0.5625,0.75,0.75,0.5625,0.5625,0.42857142857142855,0.375,0.375,0.375,0.5625,0.5625,0.375,0.375,0.5625,0.75,0.75,0.5,0.75,0.375,0.5625,0.5625,0.375,0.5625,0.5625,0.375,0.1875,0.375
201821714,0.5625,0.5625,0.5625,0.5625,0.5625,0.375,0.375,0.0,0.75,0.5625,0.375,0.5625,0.375,0.375,0.5625,0.5625,0.8571428571428571,0.75,0.75,0.75,0.5625,0.5625,0.75,0.375,0.5625,0.375,0.4375,1.0,0.375,0.75,0.5625,0.5625,0.75,0.5625,0.5625,0.75,0.1875,0.75
201819670,0.5294117647058824,0.5625,0.5625,0.5625,0.5625,0.47058823529411764,0.375,0.75,0.0,0.5294117647058824,0.47058823529411764,0.5625,0.47058823529411764,0.5,0.5294117647058824,0.5294117647058824,0.8571428571428571,0.7058823529411765,0.9411764705882353,0.875,0.6470588235294118,0.5294117647058824,0.7058823529411765,0.375,0.5294117647058824,0.375,0.35294117647058826,1.0,0.375,0.75,0.5294117647058824,0.5294117647058824,0.8235294117647058,0.5625,0.6875,0.7058823529411765,0.17647058823529413,0.75
