,201618434,201716744,201712969,201717071,201714704,201630996,201530522,201632158,201712096,201613219,201623845,201716201,201716842,201716527,201633398
201618434,0.0,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.2,0.3157894736842105,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525
201716744,0.15789473684210525,0.0,0.5,0.6666666666666666,0.3157894736842105,0.5,0.5,0.4,0.15789473684210525,0.3333333333333333,0.0,0.631578947368421,0.3157894736842105,0.3157894736842105,0.0
201712969,0.16666666666666666,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0
201717071,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.5,0.5,0.2,0.16666666666666666,0.3333333333333333,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0
201714704,0.15789473684210525,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.4,0.15789473684210525,0.3333333333333333,0.0,0.3157894736842105,0.3157894736842105,0.47368421052631576,0.0
201630996,0.16666666666666666,0.5,0.3333333333333333,0.5,0.5,0.0,0.6666666666666666,0.4,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0
201530522,0.16666666666666666,0.5,0.3333333333333333,0.5,0.5,0.6666666666666666,0.0,0.2,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0
201632158,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0
201712096,0.3157894736842105,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.2,0.0,0.16666666666666666,0.0,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525
201613219,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.16666666666666666,0.0,0.0,0.16666666666666666,0.5,0.5,0.0
201623845,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201716201,0.15789473684210525,0.631578947368421,0.16666666666666666,0.5,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.2,0.15789473684210525,0.16666666666666666,0.0,0.0,0.15,0.15,0.0
201716842,0.21052631578947367,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.2,0.15789473684210525,0.5,0.0,0.15,0.0,0.3,0.0
201716527,0.15789473684210525,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.47368421052631576,0.5,0.5,0.2,0.15789473684210525,0.5,0.0,0.15,0.3,0.0,0.0
201633398,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0
