,201531906,201621002,201617420,201614870,201614871,201617430,201619997,201611294,201533217,201532456,201613100,201611828,201612089,201614907,201617737,201616462,201620049,201533781,201611862,201613911,201615701,201616727,201611356,201534300,201622877,201618025,201616234,201514862,201614446,201615983,201534330,201619330,201613193,201620361,201614476,201619092,201620892,201613215,201531299,201622187,201619115,201616301,201617333,201619385,201611211,201613008,201621214,201612511,201615076,201614310,201531631,201611761,201611506,201532158
201531906,0.0,0.3333333333333333,0.75,0.6666666666666666,0.375,0.3333333333333333,0.375,0.5,0.6666666666666666,0.4,0.75,0.6666666666666666,0.5,0.5625,0.75,0.35294117647058826,0.375,0.5,0.375,0.5,0.5,0.4,0.375,0.5,0.4,0.6666666666666666,0.7058823529411765,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.4,0.375,0.5,0.3333333333333333,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.75,0.3333333333333333,0.4,0.6666666666666666,0.6666666666666666,0.5625,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
201621002,0.3333333333333333,0.0,0.375,0.3333333333333333,0.75,0.631578947368421,0.375,0.631578947368421,0.3333333333333333,0.8,0.375,0.3333333333333333,0.5,0.5625,0.375,0.7058823529411765,0.75,0.47368421052631576,0.75,0.5,0.5,0.4,0.1875,0.3333333333333333,0.8,0.3333333333333333,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.631578947368421,0.47368421052631576,0.47368421052631576,0.8,0.375,0.75,0.631578947368421,0.75,0.631578947368421,0.3333333333333333,0.631578947368421,0.47368421052631576,0.6,0.631578947368421,0.375,0.8333333333333334,0.8,0.3333333333333333,0.3157894736842105,0.5625,0.3157894736842105,0.3333333333333333,0.47368421052631576,0.47368421052631576,0.631578947368421
201617420,0.75,0.375,0.0,0.75,0.375,0.375,0.375,0.375,0.75,0.4,0.75,0.75,0.5625,0.5625,0.75,0.375,0.375,0.5625,0.375,0.5625,0.5625,0.4,0.375,0.5625,0.4,0.75,0.8125,0.375,0.375,0.375,0.375,0.5625,0.4,0.375,0.5,0.375,0.375,0.375,0.75,0.375,0.375,0.8,0.375,0.8125,0.375,0.4,0.75,0.75,0.5625,0.75,0.75,0.375,0.75,0.375
201614870,0.6666666666666666,0.3333333333333333,0.75,0.0,0.375,0.3333333333333333,0.375,0.3333333333333333,0.6666666666666666,0.4,0.75,0.6666666666666666,0.5,0.5625,0.75,0.35294117647058826,0.375,0.6666666666666666,0.375,0.5,0.5,0.4,0.375,0.5,0.4,0.6666666666666666,0.7058823529411765,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.4,0.375,0.5,0.3333333333333333,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.75,0.3333333333333333,0.4,0.6666666666666666,0.6666666666666666,0.5625,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5
201614871,0.375,0.75,0.375,0.375,0.0,0.75,0.375,0.75,0.375,0.8,0.375,0.375,0.5625,0.5625,0.375,0.75,0.75,0.5625,0.75,0.5625,0.5625,0.4,0.1875,0.375,0.8,0.375,0.375,0.5625,0.75,0.9375,0.5625,0.5625,0.8,0.375,0.75,0.75,0.75,0.75,0.375,0.75,0.5625,0.6,0.75,0.375,0.75,0.8,0.375,0.375,0.5625,0.375,0.375,0.5625,0.375,0.75
201617430,0.3333333333333333,0.631578947368421,0.375,0.3333333333333333,0.75,0.0,0.375,0.631578947368421,0.3333333333333333,0.8,0.375,0.3333333333333333,0.5,0.5625,0.375,0.7058823529411765,0.75,0.47368421052631576,0.75,0.5,0.5,0.4,0.1875,0.3333333333333333,0.8,0.3333333333333333,0.35294117647058826,0.5,0.6666666666666666,0.6,0.45,0.47368421052631576,0.8,0.375,0.75,0.6,0.75,0.631578947368421,0.3333333333333333,0.631578947368421,0.45,0.6,0.631578947368421,0.375,0.6666666666666666,0.8,0.3333333333333333,0.3157894736842105,0.5625,0.3157894736842105,0.5,0.47368421052631576,0.3157894736842105,0.65
201619997,0.375,0.375,0.375,0.375,0.375,0.375,0.0,0.375,0.375,0.4,0.375,0.375,0.375,0.4375,0.625,0.375,0.5625,0.375,0.375,0.375,0.375,0.4,0.1875,0.375,0.4,0.375,0.5625,0.375,0.375,0.375,0.375,0.375,0.4,0.4375,0.5,0.375,0.5625,0.5625,0.375,0.375,0.375,0.4,0.375,0.375,0.375,0.4,0.375,0.375,0.375,0.5625,0.375,0.375,0.375,0.375
201611294,0.5,0.631578947368421,0.375,0.3333333333333333,0.75,0.631578947368421,0.375,0.0,0.3333333333333333,0.8,0.375,0.3333333333333333,0.5,0.5625,0.375,0.7058823529411765,0.75,0.47368421052631576,0.75,0.5,0.5,0.4,0.1875,0.3333333333333333,0.8,0.3333333333333333,0.35294117647058826,0.5,0.6666666666666666,0.631578947368421,0.47368421052631576,0.47368421052631576,0.8,0.375,0.75,0.631578947368421,0.75,0.631578947368421,0.3333333333333333,0.631578947368421,0.47368421052631576,0.6,0.631578947368421,0.375,0.6666666666666666,0.8,0.3333333333333333,0.3157894736842105,0.5625,0.3157894736842105,0.3333333333333333,0.47368421052631576,0.3157894736842105,0.631578947368421
201533217,0.6666666666666666,0.3333333333333333,0.75,0.6666666666666666,0.375,0.3333333333333333,0.375,0.3333333333333333,0.0,0.4,0.75,0.6666666666666666,0.5,0.5625,0.75,0.35294117647058826,0.375,0.5,0.375,0.5,0.5,0.4,0.375,0.5,0.4,0.6666666666666666,0.7058823529411765,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.4,0.5625,0.5,0.3333333333333333,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.5,0.75,0.3333333333333333,0.4,0.6666666666666666,0.6666666666666666,0.5625,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
