,201813121,201821444,201820805,201820678,201821321,201814928,201821073,201821202,201820176,201820823,201822887,201823143,201820463,201820719,201822127,201814706,201815604,201820855,201816123,201626434,201821255,201729739,201821136,201822933,201819866,201820253,201819870,201822048,201820515,201821417,201821419,201823084,201820019,201814008,201820157
201813121,0.0,0.631578947368421,0.5625,0.75,0.6,0.45,0.3157894736842105,0.7894736842105263,0.5294117647058824,0.3333333333333333,0.631578947368421,0.3157894736842105,0.631578947368421,0.3157894736842105,0.15,0.3,0.21052631578947367,0.631578947368421,0.3,0.3333333333333333,0.35294117647058826,0.0,0.5294117647058824,0.5294117647058824,1.0,0.5294117647058824,0.7894736842105263,0.375,0.17647058823529413,0.23076923076923078,0.45,0.0,0.35294117647058826,0.3,0.3157894736842105
201821444,0.631578947368421,0.0,0.5625,0.631578947368421,0.6,0.47368421052631576,0.3157894736842105,0.631578947368421,0.5294117647058824,0.3333333333333333,0.631578947368421,0.3157894736842105,0.631578947368421,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.631578947368421,0.3157894736842105,0.3333333333333333,0.35294117647058826,0.0,0.5294117647058824,0.5294117647058824,1.0,0.5294117647058824,0.631578947368421,0.375,0.17647058823529413,0.23076923076923078,0.47368421052631576,0.0,0.35294117647058826,0.3157894736842105,0.3157894736842105
201820805,0.5625,0.5625,0.0,0.5625,0.4,0.375,0.1875,0.5625,0.75,0.5625,0.5625,0.5625,0.5625,0.1875,0.375,0.1875,0.375,0.5625,0.5625,0.1875,0.1875,0.0,0.375,0.375,0.75,0.375,0.5625,0.1875,0.1875,0.23076923076923078,0.375,0.0,0.5625,0.1875,0.5625
201820678,0.75,0.631578947368421,0.5625,0.0,0.6,0.45,0.3157894736842105,0.7894736842105263,0.5294117647058824,0.3333333333333333,0.631578947368421,0.3157894736842105,0.631578947368421,0.3157894736842105,0.15,0.3,0.15789473684210525,0.631578947368421,0.3,0.3333333333333333,0.35294117647058826,0.0,0.5294117647058824,0.5294117647058824,1.0,0.5294117647058824,0.8947368421052632,0.375,0.17647058823529413,0.23076923076923078,0.45,0.0,0.35294117647058826,0.35,0.3157894736842105
201821321,0.6,0.6,0.4,0.6,0.0,0.4,0.4,0.6,0.4,0.2,0.6,0.2,0.6,0.4,0.2,0.4,0.2,0.6,0.4,0.4,0.4,0.0,0.6,0.4,0.75,0.4,0.6,0.4,0.2,0.23076923076923078,0.4,0.0,0.4,0.5333333333333333,0.2
201814928,0.45,0.47368421052631576,0.375,0.45,0.4,0.0,0.42105263157894735,0.47368421052631576,0.35294117647058826,0.5,0.47368421052631576,0.5789473684210527,0.47368421052631576,0.5789473684210527,0.3,0.45,0.15789473684210525,0.47368421052631576,0.15,0.5,0.35294117647058826,0.0,0.35294117647058826,0.7058823529411765,0.75,0.7058823529411765,0.47368421052631576,0.375,0.17647058823529413,0.23076923076923078,0.6,0.0,0.35294117647058826,0.6,0.47368421052631576
201821073,0.3157894736842105,0.3157894736842105,0.1875,0.3157894736842105,0.4,0.42105263157894735,0.0,0.3157894736842105,0.17647058823529413,0.16666666666666666,0.3157894736842105,0.2631578947368421,0.3157894736842105,0.5789473684210527,0.3157894736842105,0.47368421052631576,0.47368421052631576,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.7058823529411765,0.0,0.5294117647058824,0.35294117647058826,0.5,0.35294117647058826,0.3157894736842105,0.5625,0.5294117647058824,0.46153846153846156,0.3157894736842105,0.0,0.35294117647058826,0.47368421052631576,0.15789473684210525
201821202,0.7894736842105263,0.631578947368421,0.5625,0.7894736842105263,0.6,0.47368421052631576,0.3157894736842105,0.0,0.5294117647058824,0.3333333333333333,0.631578947368421,0.3157894736842105,0.631578947368421,0.3157894736842105,0.2631578947368421,0.3157894736842105,0.15789473684210525,0.631578947368421,0.3157894736842105,0.3333333333333333,0.35294117647058826,0.0,0.5294117647058824,0.5294117647058824,1.0,0.5294117647058824,0.7894736842105263,0.375,0.17647058823529413,0.23076923076923078,0.47368421052631576,0.0,0.35294117647058826,0.3157894736842105,0.3157894736842105
201820176,0.5294117647058824,0.5294117647058824,0.75,0.5294117647058824,0.4,0.35294117647058826,0.17647058823529413,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.17647058823529413,0.35294117647058826,0.17647058823529413,0.35294117647058826,0.5294117647058824,0.7058823529411765,0.17647058823529413,0.17647058823529413,0.0,0.35294117647058826,0.35294117647058826,0.75,0.35294117647058826,0.5294117647058824,0.1875,0.35294117647058826,0.23076923076923078,0.35294117647058826,0.0,0.5294117647058824,0.17647058823529413,0.5294117647058824
201820823,0.3333333333333333,0.3333333333333333,0.5625,0.3333333333333333,0.2,0.5,0.16666666666666666,0.3333333333333333,0.5294117647058824,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.17647058823529413,0.0,0.17647058823529413,0.7058823529411765,0.5,0.5294117647058824,0.3333333333333333,0.1875,0.17647058823529413,0.23076923076923078,0.5555555555555556,0.0,0.35294117647058826,0.3333333333333333,0.6666666666666666
201822887,0.631578947368421,0.631578947368421,0.5625,0.631578947368421,0.6,0.47368421052631576,0.3157894736842105,0.631578947368421,0.5294117647058824,0.3333333333333333,0.0,0.3157894736842105,0.631578947368421,0.47368421052631576,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.631578947368421,0.3157894736842105,0.3333333333333333,0.35294117647058826,0.0,0.5294117647058824,0.5294117647058824,1.0,0.7058823529411765,0.631578947368421,0.375,0.17647058823529413,0.23076923076923078,0.5789473684210527,0.0,0.35294117647058826,0.3157894736842105,0.3157894736842105
201823143,0.3157894736842105,0.3157894736842105,0.5625,0.3157894736842105,0.2,0.5789473684210527,0.2631578947368421,0.3157894736842105,0.5294117647058824,0.6666666666666666,0.3157894736842105,0.0,0.3157894736842105,0.42105263157894735,0.47368421052631576,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.16666666666666666,0.17647058823529413,0.0,0.17647058823529413,0.5294117647058824,0.5,0.5294117647058824,0.3157894736842105,0.1875,0.17647058823529413,0.23076923076923078,0.47368421052631576,0.0,0.35294117647058826,0.3157894736842105,0.7894736842105263
