Major,semester,mean_no counterfactual,mean_50%,mean_100%,mean_150%,diff_50%,pval_50%,tag_50%,diff_100%,pval_100%,tag_100%,diff_150%,pval_150%,tag_150%
Literatura,201720,0.10983290165052582,0.11394133985366192,0.1449919842787069,0.16752919339843278,0.004108438203136097,0.06527599048524146,Not significant,0.035159082628181085,9.073013983412832e-38,Significant,0.057696291747906955,1.5580209389900825e-105,Significant
Matemáticas,201720,0.2297625808130945,0.2799373168962368,0.36794904254649624,0.5295481424401633,0.050174736083142296,8.040939225913094e-133,Significant,0.13818646173340174,0.0,Significant,0.2997855616270688,0.0,Significant
Medicina,201720,0.10692914856455586,0.14414396058846868,0.14106198641283843,0.15699961579226226,0.037214812023912816,1.8088962986776714e-27,Significant,0.03413283784828257,1.855280264847994e-18,Significant,0.0500704672277064,6.919146133345037e-35,Significant
Microbiología,201720,0.4380111080400172,0.6956406115591912,1.1726397376136832,2.075047377346461,0.257629503519174,0.0,Significant,0.734628629573666,0.0,Significant,1.6370362693064435,0.0,Significant
Música,201720,0.11191079916350105,0.15810420523785806,,,0.04619340607435701,2.5602048804232197e-37,Significant,,,NA,,,NA
Psicología,201720,0.1482643102529038,0.15530227372656524,0.16469723862296848,0.17611834534991266,0.007037963473661452,0.0036651394965463474,Significant,0.016432928370064687,7.199075063520527e-12,Significant,0.027854035097008872,1.2017522422972973e-30,Significant
Química,201720,1.0318220630621269,3.5131528975656554,,,2.4813308345035283,0.0,Significant,,,NA,,,NA
total,201720,0.1983573956841387,0.17753690229763947,0.17517170742151375,0.17574748736163248,-0.020820493386499245,0.0555869733775534,Not significant,-0.02318568826262496,0.0008501223186580506,Significant,-0.022609908322506228,0.004174685253327984,Significant
Administración,201810,0.1456811934495201,0.16908669401408077,0.1841510641288169,0.2779025056756618,0.023405500564560672,5.883891717570007e-06,Significant,0.0384698706792968,1.059151130479831e-11,Significant,0.13222131222614172,2.0191463268656825e-51,Significant
Antropología,201810,0.199408965313994,0.26299130878658217,0.4042856623077526,0.704988609022781,0.06358234347258818,3.527798914495949e-297,Significant,0.2048766969937586,0.0,Significant,0.505579643708787,0.0,Significant
Arquitectura,201810,0.3489591737794546,0.4166582348744906,0.6102229003995904,0.8551448021764092,0.06769906109503598,4.3073453770399073e-69,Significant,0.26126372662013575,0.0,Significant,0.5061856283969546,0.0,Significant
Biología,201810,0.21861025869216744,0.21861025869216744,0.25682863260499683,0.25682863260499683,0.0,1.0,Not significant,0.038218373912829395,1.6574314057632091e-65,Significant,0.038218373912829395,1.6574314057632091e-65,Significant
Cpol,201810,0.15233918017953213,0.13107823937655871,0.13379778104019613,0.2883776223776224,-0.021260940802973416,7.648448197290136e-05,Significant,-0.018541399139336,0.0007882887955820674,Significant,0.13603844219809025,5.227508996348393e-30,Significant
Derecho,201810,0.2769226495355881,0.36025179605875596,0.4977574065237005,0.7254836338327321,0.08332914652316786,0.0,Significant,0.2208347569881124,0.0,Significant,0.44856098429714397,0.0,Significant
Economía,201810,0.2456820917989526,0.3146932860177374,0.38524540111526684,0.4725274154693163,0.0690111942187848,1.1153782757329696e-31,Significant,0.13956330931631425,1.4246361463510558e-117,Significant,0.22684532367036372,1.4233762220604042e-254,Significant
Filosofía,201810,0.14809887963578897,0.14809887963578897,0.3001780605550282,0.3001780605550282,0.0,1.0,Not significant,0.15207918091923925,0.0,Significant,0.15207918091923925,0.0,Significant
Física,201810,0.7715607068542988,1.3099802114320862,,,0.5384195045777874,0.0,Significant,,,NA,,,NA
GobPolítica,201810,0.13237971203241444,0.09154397019030963,0.112912965776007,0.13197864597251774,-0.04083574184210481,1.294303735262274e-25,Significant,-0.019466746256407444,5.075306158304938e-06,Significant,-0.0004010660598967042,0.9223454515613556,Not significant
HistArte,201810,0.31451731803445354,0.6956208983576797,1.6730248140705477,,0.38110358032322617,0.0,Significant,1.358507496036094,0.0,Significant,,,NA
Historia,201810,0.22674938312913986,0.22674938312913986,,,0.0,1.0,Not significant,,,NA,,,NA
IngAmbiental,201810,0.16352445802880886,0.2411115917716025,0.3196586733110734,0.4477614514269324,0.07758713374279363,1.58337184301595e-221,Significant,0.15613421528226454,0.0,Significant,0.2842369933981236,0.0,Significant
IngBiomédica,201810,0.20187136872310474,0.23177532894554845,0.250438491989482,0.31149275774492013,0.02990396022244371,1.6953202905891748e-15,Significant,0.04856712326637724,2.4657228674810424e-42,Significant,0.1096213890218154,1.1471115198088924e-175,Significant
IngCivil,201810,0.5309316525714551,0.8555185971022685,1.7136892185889994,6.733604504684277,0.3245869445308134,0.0,Significant,1.1827575660175442,0.0,Significant,6.202672852112822,0.0,Significant
IngElectrónica,201810,0.4648963437519088,0.8771239146206091,1.9318328882584204,6.552784295034118,0.4122275708687003,0.0,Significant,1.4669365445065115,0.0,Significant,6.087887951282209,0.0,Significant
IngEléctrica,201810,0.16934789112550352,,,,,,NA,,,NA,,,NA
IngIndustrial,201810,0.19975103105761305,0.22167281920594603,0.24785346970820446,0.2777794164802447,0.021921788148332982,2.5688700423786443e-26,Significant,0.04810243865059141,4.0954296142164546e-116,Significant,0.07802838542263163,4.6132368118049346e-272,Significant
IngMecánica,201810,0.25049788764730757,0.2820128295347391,0.3795585796188447,0.46253942863755415,0.031514941887431536,4.896320691649485e-23,Significant,0.12906069197153713,0.0,Significant,0.21204154099024658,0.0,Significant
IngQuímica,201810,0.38273309841625386,0.5079264747945187,0.8479834714297599,1.3443562744360555,0.12519337637826483,3.791249743554152e-147,Significant,0.4652503730135061,0.0,Significant,0.9616231760198017,0.0,Significant
IngSistemas,201810,0.24443479818930683,0.3542740570101221,0.4310764269226449,0.5960855142422657,0.10983925882081527,0.0,Significant,0.1866416287333381,0.0,Significant,0.35165071605295894,0.0,Significant
Literatura,201810,0.15999301788785725,0.17452938700062534,0.1933173301107573,0.2172432624883996,0.014536369112768094,1.8141146019601913e-13,Significant,0.033324312222900054,1.7374216621764862e-62,Significant,0.057250244600542344,3.4951772485715804e-166,Significant
Matemáticas,201810,0.2371402553010626,0.28924180191499277,0.37881521869584905,0.5422078641517275,0.052101546613930155,1.9415285934791512e-148,Significant,0.14167496339478644,0.0,Significant,0.30506760885066486,0.0,Significant
Medicina,201810,0.3536477146044234,0.5819835242804279,1.1060970559052574,2.468639484194585,0.22833580967600448,0.0,Significant,0.752449341300834,0.0,Significant,2.1149917695901617,0.0,Significant
Microbiología,201810,0.193658476449497,0.21953435197038798,0.2576616602548423,0.31333974149307947,0.02587587552089099,8.879613122898493e-42,Significant,0.06400318380534528,1.3103575952044983e-226,Significant,0.11968126504358248,0.0,Significant
Música,201810,0.19108380805533517,0.23865803814091566,0.3016315544929572,0.43206381427987617,0.04757423008558048,1.1473873288665355e-158,Significant,0.11054774643762202,0.0,Significant,0.240980006224541,0.0,Significant
Psicología,201810,0.1756183154424831,0.20895864949974421,0.2972499243865411,0.3568499543946934,0.03334033405726111,1.2135508574810113e-40,Significant,0.12163160894405797,0.0,Significant,0.1812316389522103,0.0,Significant
Química,201810,0.13271916792451816,0.13271916792451816,0.17442194319480409,0.17442194319480409,0.0,1.0,Not significant,0.04170277527028593,1.2054831715870224e-113,Significant,0.04170277527028593,1.2054831715870224e-113,Significant
total,201810,0.27233796582206493,0.3305132405484039,0.39906823813224296,0.5120621335056161,0.05817527472633899,1.054258840589134e-130,Significant,0.12673027231017803,0.0,Significant,0.2397241676835512,0.0,Significant
Administración,201820,0.17724348196518908,0.17724348196518908,0.18495575465317912,0.18495575465317912,0.0,1.0,Not significant,0.007712272687990046,0.0074717125825923625,Significant,0.007712272687990046,0.0074717125825923625,Significant
Antropología,201820,0.15510554625383305,0.24610280103895124,0.3684745450003266,,0.09099725478511819,1.6092386390868577e-168,Significant,0.21336899874649357,8.340199060766796e-69,Significant,,,NA
Arquitectura,201820,0.21982723537270427,0.2419575189259545,0.28124804824514243,0.2833069039078174,0.022130283553250224,4.578477040575253e-20,Significant,0.06142081287243817,1.880148709981052e-136,Significant,0.06347966853511311,1.1922703810265847e-134,Significant
Cpol,201820,0.25032227242210164,0.29607217710418793,0.3520171984103616,0.4217696425824822,0.045749904682086284,4.4381500729801876e-110,Significant,0.10169492598825997,0.0,Significant,0.17144737016038053,0.0,Significant
Derecho,201820,0.34820353672693366,0.3776970533156762,0.43391359476164076,0.4502082152435693,0.029493516588742552,5.7707543612565e-06,Significant,0.0857100580347071,1.6905813476317363e-22,Significant,0.10200467851663564,2.872503141346982e-23,Significant
Diseño,201820,0.21669092797558176,0.23205391653315938,0.24158038236768872,0.2632707157124241,0.015362988557577617,9.058263315804178e-09,Significant,0.024889454392106963,1.1597991880011835e-21,Significant,0.04657978773684235,1.6415122818094472e-68,Significant
Economía,201820,0.12614411567114014,0.14131335067168962,0.1524785035794166,0.1521187539459715,0.01516923500054948,1.0438858996044523e-07,Significant,0.02633438790827647,1.1904425619075596e-19,Significant,0.025974638274831346,1.9759622343752552e-19,Significant
Física,201820,0.3850866019555125,0.5399590971888518,0.8094982130136803,1.4447948209771213,0.15487249523333935,0.0,Significant,0.4244116110581678,0.0,Significant,1.059708219021609,0.0,Significant
Geociencias,201820,0.7875768704327816,1.793047408241426,,,1.0054705378086446,0.0,Significant,,,NA,,,NA
GobPolítica,201820,0.11669470584582982,0.14854313291121193,0.24743678253460846,0.2504592021758278,0.031848427065382115,3.079940628268498e-32,Significant,0.13074207668877863,1.705268470693866e-247,Significant,0.13376449632999798,4.276032197730784e-278,Significant
IngAmbiental,201820,0.30253144406229115,0.33077124049371776,0.4034471416320516,0.44667503848780693,0.0282397964314266,3.5076692726974327e-35,Significant,0.10091569756976043,0.0,Significant,0.14414359442551578,0.0,Significant
IngBiomédica,201820,0.2118898212304241,0.2421703130119117,0.2674917708848419,0.2975545217261723,0.03028049178148759,2.7017092683458654e-46,Significant,0.05560194965441778,3.5325743765634476e-145,Significant,0.0856647004957482,3.7845029817744224e-304,Significant
IngCivil,201820,0.1998289542661031,0.3494188859955302,0.41167826789701506,0.4288413118657854,0.14958993172942714,1.920602539785431e-106,Significant,0.21184931363091197,2.9352059175290976e-162,Significant,0.2290123575996823,1.0669801634988399e-170,Significant
IngElectrónica,201820,0.2697498239988015,0.30023449825000287,0.349892889435418,0.4096595407387348,0.030484674251201382,1.0379789089076156e-51,Significant,0.08014306543661653,0.0,Significant,0.1399097167399333,0.0,Significant
IngEléctrica,201820,0.4603052999673264,0.5618861549257146,0.9613796864406177,1.2702898422980495,0.1015808549583882,0.0,Significant,0.5010743864732913,0.0,Significant,0.8099845423307231,0.0,Significant
IngMecánica,201820,0.1313874159883798,0.1361462807544833,0.1278463945766408,0.15554689937811247,0.004758864766103488,0.1875542901914266,Not significant,-0.0035410214117390093,0.3403479322797476,Not significant,0.024159483389732672,3.712579599842799e-11,Significant
IngQuímica,201820,0.30154182942286173,0.3896931222558757,0.49589993783804837,0.6786964470710402,0.08815129283301398,1.487236819445445e-231,Significant,0.19435810841518664,0.0,Significant,0.3771546176481784,0.0,Significant
IngSistemas,201820,0.2212079828095249,0.2566762402459805,0.2825005052786734,0.3157755624704698,0.035468257436455625,6.53592140995157e-20,Significant,0.061292522469148486,1.0500735156129245e-53,Significant,0.0945675796609449,3.360397662221435e-103,Significant
